12/9/1996 6:30,12/9/1996 0:48,273,54,158,216,-7.9,279,not a halo cme,3,TRUE,TRUE,Only 3 points,,
12/9/1996 20:11,12/9/1996 3:37,272,52,37,31,0.3,280,not a halo cme,11,TRUE,FALSE,Not LE, Only C2,
12/10/1996 14:30,12/10/1996 11:00,87,125,211,213,-0.1,86,partial halo cme,6,TRUE,TRUE,Partial Halo,,
12/12/1996 14:30,12/12/1996 9:36,94,46,206,139,5.5,81,not a halo cme,3,TRUE,TRUE,Only 3 points,,
12/15/1996 9:30,12/15/1996 6:55,69,37,224,164,4.8,72,not a halo cme,7,TRUE,TRUE,,,
12/16/1996 3:30,12/16/1996 0:27,77,47,236,134,7,73,not a halo cme,7,TRUE,TRUE,,,
12/16/1996 18:35,12/16/1996 14:21,85,33,208,188,1.6,82,not a halo cme,4,TRUE,TRUE,,,
12/17/1996 22:30,12/17/1996 18:29,130,42,168,----,------,126,not a halo cme,2,TRUE,FALSE,Only 2 points, Only C2,
12/18/1996 11:30,12/18/1996 8:09,255,16,237,166,7.8,256,not a halo cme,5,TRUE,TRUE,,,
12/19/1996 16:30,12/19/1996 15:08,269,130,469,----,------,265,partial halo cme,2,TRUE,FALSE,Only 2 points, Only C2, Partial Halo
12/20/1996 19:30,12/20/1996 16:42,257,32,291,372,-10.6,266,not a halo cme,4,TRUE,TRUE,,,
12/21/1996 21:30,12/21/1996 21:09,272,72,347,131,11.4,254,not a halo cme,14,TRUE,TRUE,,,
12/22/1996 19:33,12/22/1996 17:00,256,47,257,161,13.7,264,not a halo cme,6,TRUE,TRUE,,,
12/23/1996 21:16,12/23/1996 19:45,255,58,354,305,4.6,253,not a halo cme,9,TRUE,TRUE,,,
12/24/1996 13:28,12/24/1996 11:56,265,69,325,335,-1.1,266,not a halo cme,8,TRUE,TRUE,,,
12/26/1996 10:51,12/26/1996 9:11,271,49,262,223,3.1,266,not a halo cme,9,TRUE,TRUE,,,
12/27/1996 7:04,12/27/1996 4:39,269,35,211,204,4.6,267,not a halo cme,3,TRUE,FALSE,Only 3 points, Only C2,
12/27/1996 8:44,12/27/1996 7:55,270,63,269,161,6.8,275,not a halo cme,17,TRUE,TRUE,,,
12/31/1996 22:30,12/31/1996 18:55,270,5,146,124,4.1,274,not a halo cme,3,TRUE,TRUE,Only 3 points,,
1/2/1997 19:00,1/2/1997 14:39,92,55,208,187,2.4,103,not a halo cme,5,TRUE,TRUE,,,
1/3/1997 10:30,1/3/1997 2:51,268,19,68,62,0.8,274,not a halo cme,4,TRUE,FALSE,Only C2,,
1/3/1997 13:30,1/3/1997 10:31,84,16,311,248,4.8,85,not a halo cme,3,TRUE,TRUE,Only 3 points,,
1/5/1997 5:50,1/5/1997 0:52,89,52,212,234,-6.9,86,not a halo cme,4,TRUE,TRUE,,,
1/6/1997 15:10,1/6/1997 13:20,Halo,360,136,51,4.1,180,halo cme,13,TRUE,TRUE,,,
1/10/1997 10:04,1/10/1997 8:10,85,57,325,350,-1.5,93,not a halo cme,10,TRUE,TRUE,,,
1/12/1997 12:30,1/12/1997 8:13,71,40,123,116,1.3,69,not a halo cme,4,TRUE,FALSE,Only C2,,
1/12/1997 23:31,1/12/1997 18:54,65,51,176,184,-1,71,not a halo cme,4,TRUE,TRUE,,,
1/16/1997 3:11,1/15/1997 18:34,86,17,68,0,1.9,85,not a halo cme,7,TRUE,TRUE,,,
1/16/1997 16:50,1/16/1997 13:34,256,26,218,128,13.9,262,not a halo cme,5,TRUE,TRUE,,,
1/18/1997 2:30,1/18/1997 1:56,244,116,254,176,3.7,248,not a halo cme,12,TRUE,TRUE,,,
